55255
4
engrpm,800,1800,100,10;EGRkgph,0,200,20,11;MSPhum,40,80,4,12;EngTq,0,1400,140,13
Iteration,Year,Month,Day,Latitude,Longitude,RelativeError,NOxTheoryppm,AbsError,pass,engrpm,EGRkgph,MSPhum,EngTq
3522065282,2015,8,10,44.9483,-93.2423,7.15591,391.399,126.084,3,3,2,4,3
3522065283,2015,8,10,44.9484,-93.2422,3.61163,350.99,32.183,3,3,2,4,1
3522065284,2015,8,10,44.9484,-93.2421,25.0186,298.883,50.9899,3,3,3,4,1
3522065346,2015,8,10,44.9482,-93.2413,111.837,546.246,383.637,3,2,0,4,5
3522065347,2015,8,10,44.9482,-93.2413,13.2158,582.491,171.644,3,2,0,4,5
3522065348,2015,8,10,44.9482,-93.2413,7.22903,646.55,68.8705,3,3,1,4,5
3522065349,2015,8,10,44.9482,-93.2412,21.4576,623.202,132.381,3,6,3,4,6
3522065350,2015,8,10,44.9482,-93.2412,15.7101,619.15,226.989,3,6,6,4,5
3522065351,2015,8,10,44.9482,-93.2411,47.4522,700.513,368.617,3,3,2,4,8
3522065352,2015,8,10,44.9482,-93.2411,5.45731,737.259,220.545,3,5,2,4,9
3522065353,2015,8,10,44.9482,-93.241,41.2491,739.057,270.984,3,3,1,4,9
3522065354,2015,8,10,44.9482,-93.2409,69.2276,660.667,216.407,3,3,2,4,9
3522065355,2015,8,10,44.9482,-93.2408,60.0202,537.266,129.515,3,4,3,4,6
3522065356,2015,8,10,44.9483,-93.2407,29.5974,470.639,95.568,3,5,4,4,4
3522065357,2015,8,10,44.9483,-93.2406,5.06718,445.029,81.1517,3,5,4,4,3
3522065358,2015,8,10,44.9483,-93.2405,15.623,366.906,14.906,3,6,3,4,2
3522065359,2015,8,10,44.9483,-93.2403,31.8419,333.266,12.543,3,6,3,4,1
3522065360,2015,8,10,44.9483,-93.2402,45.4488,160.066,153.76,3,5,2,4,0
3522065361,2015,8,10,44.9483,-93.2401,30.2499,124.24,43.46,3,5,2,4,0
3522065384,2015,8,10,44.9482,-93.239,7.71501,543.462,329.963,3,1,0,4,4
3522065385,2015,8,10,44.9482,-93.239,31.6778,599.353,93.389,3,3,1,4,5
3522065386,2015,8,10,44.9482,-93.239,8.48688,643.252,79.7492,3,3,2,4,6
3522065387,2015,8,10,44.9482,-93.239,1.99669,624.24,121.392,3,5,4,4,6
3522065388,2015,8,10,44.9482,-93.2389,7.10234,588.702,191.308,3,7,8,4,7
3522065389,2015,8,10,44.9482,-93.2389,23.8445,691.934,385.199,3,3,4,4,8
3522065390,2015,8,10,44.9482,-93.2388,19.7318,691.261,188.147,3,4,4,4,7
3522065391,2015,8,10,44.9482,-93.2387,3.71346,730.429,211.882,3,3,1,4,9
3522065392,2015,8,10,44.9483,-93.2387,18.3463,770.417,74.9918,3,4,3,4,9
3522065393,2015,8,10,44.9483,-93.2385,9.626,733.019,76.2432,3,4,4,4,9
3522065394,2015,8,10,44.9483,-93.2384,3.81842,578.516,112.526,3,5,5,4,5
3522065395,2015,8,10,44.9483,-93.2383,34.7773,425.582,97.7537,3,2,3,4,3
3522065396,2015,8,10,44.9483,-93.2382,19.2468,117.892,258.208,3,2,6,4,0
3522065406,2015,8,10,44.9483,-93.2374,32.2356,702.801,80.5701,3,5,3,4,8
3522065407,2015,8,10,44.9483,-93.2373,4.99449,758.368,284.135,3,5,7,4,8
3522065408,2015,8,10,44.9483,-93.2373,53.723,757.441,418.449,3,3,3,4,9
3522065409,2015,8,10,44.9483,-93.2372,7.50485,849.298,303.45,3,3,4,4,10
3522065410,2015,8,10,44.9483,-93.2372,32.608,818.06,355.709,3,3,4,4,9
3522065411,2015,8,10,44.9483,-93.2371,5.71811,653.43,43.0084,3,4,4,4,9
3522065412,2015,8,10,44.9483,-93.237,13.6867,482.54,56.8384,3,5,4,4,5
3522065427,2015,8,10,44.9483,-93.2361,154.173,567.825,388.019,3,0,3,4,4
3522065428,2015,8,10,44.9483,-93.2361,30.3423,586.277,225.364,3,3,1,4,5
3522065429,2015,8,10,44.9483,-93.2361,7.80263,624.249,91.7402,3,4,2,4,6
3522065430,2015,8,10,44.9483,-93.2361,14.6169,622.437,143.336,3,4,2,4,7
3522065431,2015,8,10,44.9483,-93.2361,0.283247,618.141,168.84,3,7,6,4,8
3522065432,2015,8,10,44.9483,-93.236,14.014,640.529,283.119,3,5,5,4,8
3522065433,2015,8,10,44.9483,-93.236,8.77236,701.556,245.262,3,5,5,4,8
3522065434,2015,8,10,44.9483,-93.2359,22.3914,720.582,277.696,3,3,1,4,9
3522065435,2015,8,10,44.9483,-93.2358,11.9393,698.936,11.413,3,4,3,4,10
3522065436,2015,8,10,44.9483,-93.2357,6.02585,742.965,137.079,3,4,3,4,10
3522065437,2015,8,10,44.9483,-93.2356,2.19196,674.952,156.331,3,6,7,4,7
3522065438,2015,8,10,44.9483,-93.2355,3.67692,438.251,62.6271,3,6,6,4,3
3522065509,2015,8,10,44.9483,-93.2344,7.71886,574.947,214.34,3,2,2,4,5
3522065510,2015,8,10,44.9483,-93.2344,22.2276,633.094,85.0582,3,4,1,4,6
3522065511,2015,8,10,44.9483,-93.2344,10.6139,718.684,250.736,3,3,2,4,7
3522065512,2015,8,10,44.9483,-93.2344,15.3614,677.694,213.695,3,5,4,4,8
3522065513,2015,8,10,44.9483,-93.2343,58.7059,703.714,364.767,3,5,5,4,7
3522065514,2015,8,10,44.9483,-93.2343,48.9277,767.605,368.526,3,3,3,4,9
3522065515,2015,8,10,44.9483,-93.2342,13.1132,777.268,235.186,3,3,4,4,8
3522065516,2015,8,10,44.9483,-93.2341,12.7239,814.008,243.522,3,3,3,4,9
3522065517,2015,8,10,44.9483,-93.234,9.17653,627.845,9.87088,3,4,5,4,6
3522065518,2015,8,10,44.9483,-93.2339,7.25147,548.351,106.958,3,5,4,4,5
3522065519,2015,8,10,44.9483,-93.2338,0.79654,371.513,7.67085,3,5,3,4,2
3522065520,2015,8,10,44.9483,-93.2337,5.83454,317.378,9.94399,3,5,3,4,2
3522065521,2015,8,10,44.9483,-93.2336,26.8286,313.741,8.44572,3,5,3,4,2
3522065522,2015,8,10,44.9483,-93.2334,39.2295,202.04,67.54,3,5,2,4,1
3522065523,2015,8,10,44.9483,-93.2333,54.4042,202.04,67.54,3,5,2,4,1
3522065524,2015,8,10,44.9483,-93.2332,39.7479,510.812,180.414,3,5,2,4,4
3522065525,2015,8,10,44.9484,-93.2331,40.1593,489.276,82.7432,3,5,3,4,4
3522065526,2015,8,10,44.9484,-93.2329,35.2687,393.211,11.9781,3,5,3,4,3
3522065527,2015,8,10,44.9484,-93.2328,34.5583,389.376,13.2173,3,5,2,4,2
3522065528,2015,8,10,44.9484,-93.2327,38.1309,280.549,60.9012,3,5,3,4,1
3522065529,2015,8,10,44.9484,-93.2326,41.7951,210.305,66.3367,3,5,2,4,0
3522065530,2015,8,10,44.9484,-93.2324,5.85374,540.328,336.414,3,6,3,4,4
3522065531,2015,8,10,44.9484,-93.2323,23.5213,537.733,194.232,3,6,3,4,5
3522065532,2015,8,10,44.9484,-93.2322,26.673,510.212,132.518,3,5,4,4,4
3522065533,2015,8,10,44.9484,-93.232,5.36162,657.748,297.748,3,2,1,4,7
3522065534,2015,8,10,44.9484,-93.2319,4.36444,727.255,128.027,3,2,0,4,8
3522065535,2015,8,10,44.9484,-93.2318,24.4854,753.964,101.204,3,2,0,4,8
3522065536,2015,8,10,44.9484,-93.2316,22.3216,686.86,35.7763,3,3,3,4,6
3522065537,2015,8,10,44.9484,-93.2315,24.7048,630.933,97.394,3,3,3,4,6
3522065538,2015,8,10,44.9484,-93.2313,15.1998,523.312,65.6832,3,4,3,4,4
3522065539,2015,8,10,44.9484,-93.2312,12.6972,407.308,42.6915,3,4,2,4,3
3522065540,2015,8,10,44.9484,-93.231,4.7984,355.384,18.144,3,4,2,4,2
3522065541,2015,8,10,44.9484,-93.2309,16.2236,178.951,80.8229,3,5,2,4,0
3522065542,2015,8,10,44.9484,-93.2307,10.3879,306.629,133.279,3,8,4,4,2
3522065543,2015,8,10,44.9484,-93.2306,41.5383,351.879,114.197,3,8,5,4,3
3522065544,2015,8,10,44.9484,-93.2304,43.2271,386.371,134.338,3,7,5,4,3
3522065545,2015,8,10,44.9484,-93.2302,43.268,355.318,68.0062,3,3,1,4,1
3522065546,2015,8,10,44.9484,-93.2301,32.8425,336.203,69.6778,3,3,2,4,1
3522065547,2015,8,10,44.9484,-93.2299,29.4224,309.447,60.063,3,5,2,4,1
3522065548,2015,8,10,44.9484,-93.2298,44.4775,196.457,46.6256,3,7,3,4,1
3522065549,2015,8,10,44.9484,-93.2296,34.7224,329.725,132.092,3,8,4,4,2
3522065550,2015,8,10,44.9484,-93.2295,51.0793,288.936,42.8358,3,7,4,4,1
3522065551,2015,8,10,44.9484,-93.2293,54.4536,261.408,13.1713,3,7,4,4,1
3522065552,2015,8,10,44.9484,-93.2292,47.96,297.554,57.4904,3,3,3,4,1
3522065553,2015,8,10,44.9484,-93.229,51.5432,176.717,56.5136,3,5,2,4,0
3522065554,2015,8,10,44.9484,-93.2289,59.408,92.6182,98.7757,3,7,2,4,0
3522065555,2015,8,10,44.9484,-93.2287,64.2259,84.5556,62.9884,3,7,2,4,0
3522065556,2015,8,10,44.9484,-93.2286,61.7116,114.385,4.03791,3,6,2,4,0
3522065557,2015,8,10,44.9484,-93.2285,61.7076,110.583,13.5517,3,6,2,4,0
3522065607,2015,8,10,44.9483,-93.2272,3.07585,650.14,483.325,3,2,0,4,5
3522065608,2015,8,10,44.9483,-93.2272,22.8716,631.585,116.16,3,4,0,4,6
3522065609,2015,8,10,44.9483,-93.2272,17.3616,662.496,5.5812,3,4,3,4,7
3522065610,2015,8,10,44.9483,-93.2272,15.5541,683.917,147.855,3,5,3,4,7
3522065611,2015,8,10,44.9483,-93.2271,19.6308,717.73,320.25,3,8,7,4,8
3522065612,2015,8,10,44.9483,-93.2271,73.7963,692.437,409.305,3,3,3,4,9
3522065613,2015,8,10,44.9483,-93.227,1.27986,388.836,77.5877,3,3,2,4,2
3522065614,2015,8,10,44.9483,-93.2269,57.2939,413.176,124.704,3,2,2,4,1
3522065618,2015,8,10,44.9483,-93.2266,873.008,322.031,284.675,3,1,4,4,2
3522065619,2015,8,10,44.9483,-93.2266,148.428,647.662,487.804,3,4,2,4,5
3522065620,2015,8,10,44.9483,-93.2265,8.62722,594.78,207.28,3,4,2,4,4
3522065621,2015,8,10,44.9483,-93.2264,49.0276,731.367,349.624,3,3,1,4,7
3522065622,2015,8,10,44.9483,-93.2263,4.10403,733.64,181.446,3,5,3,4,7
3522065623,2015,8,10,44.9483,-93.2263,35.7432,561.1,144.6,3,2,2,4,5
3522065624,2015,8,10,44.9483,-93.2262,22.5582,574.556,113.208,3,2,1,4,5
3522065625,2015,8,10,44.9484,-93.2261,6.82399,633.308,96.0717,3,3,2,4,7
3522065626,2015,8,10,44.9484,-93.226,11.9488,655.966,92.0511,3,4,2,4,8
3522065627,2015,8,10,44.9484,-93.2259,7.80153,570.13,38.4975,3,4,4,4,9
3522065628,2015,8,10,44.9484,-93.2258,9.4692,562.873,136.373,3,5,6,4,7
3522065629,2015,8,10,44.9484,-93.2256,5.6042,504.037,144.688,3,6,6,4,6
3522065630,2015,8,10,44.9484,-93.2255,0.102807,410.415,79.7743,3,6,3,4,3
3522065631,2015,8,10,44.9484,-93.2254,4.7506,305.577,16.1408,3,3,1,4,1
3522065646,2015,8,10,44.9483,-93.2245,90.2562,599.227,427.836,3,0,4,4,4
3522065647,2015,8,10,44.9483,-93.2245,48.3829,627.82,360.789,3,2,1,4,5
3522065648,2015,8,10,44.9483,-93.2245,20.8358,612.003,41.5214,3,4,2,4,6
3522065649,2015,8,10,44.9483,-93.2245,28.5128,695.342,246.266,3,3,1,4,7
3522065650,2015,8,10,44.9483,-93.2245,3.62587,630.53,161.056,3,7,5,4,8
3522065651,2015,8,10,44.9483,-93.2244,25.4884,637.341,304.824,3,5,6,4,7
3522065652,2015,8,10,44.9483,-93.2243,19.7065,730.658,348.846,3,4,3,4,8
3522065653,2015,8,10,44.9483,-93.2243,9.52317,808.11,322.92,3,2,3,4,9
3522065654,2015,8,10,44.9483,-93.2242,10.7064,810.351,141.863,3,3,3,4,10
3522065655,2015,8,10,44.9483,-93.2241,7.39974,755.694,175.147,3,5,4,4,10
3522065656,2015,8,10,44.9483,-93.224,1.30817,671.048,161.648,3,6,6,4,8
3522065657,2015,8,10,44.9483,-93.2238,21.0594,472.088,106.462,3,4,3,4,6
3522065658,2015,8,10,44.9483,-93.2237,12.1964,514.28,19.8752,3,2,2,4,4
3522065659,2015,8,10,44.9483,-93.2236,24.3654,468.987,55.913,3,2,2,4,3
3522065660,2015,8,10,44.9483,-93.2234,12.5123,645.169,209.13,3,3,0,4,6
3522065661,2015,8,10,44.9483,-93.2233,25.0733,573.555,104.886,3,3,2,4,5
3522065662,2015,8,10,44.9483,-93.2231,11.8234,517.629,32.271,3,3,2,4,4
3522065663,2015,8,10,44.9483,-93.223,0.280166,439.507,9.407,3,3,2,4,2
3522065664,2015,8,10,44.9483,-93.2228,9.24627,323.493,51.3412,3,3,2,4,1
3522065665,2015,8,10,44.9483,-93.2227,23.3071,202.259,63.4284,3,6,2,4,1
3522065666,2015,8,10,44.9483,-93.2225,36.4644,258.078,40.4031,3,8,4,4,2
3522065667,2015,8,10,44.9483,-93.2224,42.1275,368.212,135.431,3,8,4,4,2
3522065668,2015,8,10,44.9483,-93.2222,50.9845,302.443,13.7105,3,3,2,4,1
3522065669,2015,8,10,44.9483,-93.2221,45.1339,289.738,37.1163,3,6,3,4,2
3522065670,2015,8,10,44.9483,-93.2219,13.5681,615.732,350.623,3,8,5,4,7
3522065671,2015,8,10,44.9483,-93.2218,7.5277,608.923,326.162,3,8,7,4,4
3522065672,2015,8,10,44.9483,-93.2216,30.5864,266.439,46.6722,3,4,0,4,1
3522065691,2015,8,10,44.9483,-93.2205,162.311,540.877,398.677,3,1,0,4,3
3522065692,2015,8,10,44.9483,-93.2205,13.4033,698.752,151.579,3,4,2,4,6
3522065693,2015,8,10,44.9483,-93.2205,31.5293,677.005,222.432,3,4,1,4,7
3522065694,2015,8,10,44.9483,-93.2205,7.62405,650.879,155.42,3,7,4,4,8
3522065695,2015,8,10,44.9483,-93.2204,25.3453,624.187,294.811,3,5,7,4,7
3522065696,2015,8,10,44.9483,-93.2204,2.19574,746.236,335.035,3,4,4,4,9
3522065697,2015,8,10,44.9483,-93.2203,17.894,704.76,178.74,3,4,4,4,9
3522065698,2015,8,10,44.9483,-93.2202,17.2906,776.786,186.623,3,3,3,4,10
3522065699,2015,8,10,44.9483,-93.2201,10.2952,746.683,149.358,3,5,4,4,10
3522065700,2015,8,10,44.9483,-93.22,6.74208,708.425,204.817,3,6,7,4,9
3522065701,2015,8,10,44.9483,-93.2199,36.9295,607.313,256.013,3,2,3,4,6
3522065702,2015,8,10,44.9483,-93.2197,21.1854,620.743,0.473673,3,3,3,4,5
3522065703,2015,8,10,44.9483,-93.2196,17.4213,483.57,77.4828,3,3,2,4,4
3522065704,2015,8,10,44.9483,-93.2194,20.1668,471.427,45.1639,3,3,3,4,4
3522065705,2015,8,10,44.9483,-93.2193,7.98499,668.843,195.207,3,3,3,4,6
3522065706,2015,8,10,44.9483,-93.2192,3.10209,632.241,175.669,3,3,3,4,5
3522065707,2015,8,10,44.9483,-93.219,2.04467,546.36,126.195,3,3,3,4,4
3522065708,2015,8,10,44.9483,-93.2188,4.05252,386.528,15.4197,3,3,2,4,2
3522065709,2015,8,10,44.9483,-93.2187,0.720809,304.325,4.37947,3,4,2,4,1
3522065710,2015,8,10,44.9483,-93.2185,35.2771,281.619,14.4446,3,8,4,4,1
3522065711,2015,8,10,44.9483,-93.2184,56.2114,247.922,48.7802,3,8,4,4,0
3522065712,2015,8,10,44.9483,-93.2182,33.0677,366.29,177.395,3,8,5,4,2
3522065713,2015,8,10,44.9483,-93.2181,44.4417,377.638,107.227,3,3,2,4,2
3522065714,2015,8,10,44.9483,-93.2179,41.8615,357.521,56.9259,3,3,2,4,1
3522065715,2015,8,10,44.9483,-93.2178,18.6441,539.921,247.79,3,4,3,4,5
3522065716,2015,8,10,44.9483,-93.2176,0.44115,656.894,361.062,3,8,6,4,5
3522065717,2015,8,10,44.9483,-93.2175,22.298,189.166,97.434,3,8,4,4,1
3522065718,2015,8,10,44.9483,-93.2173,1.00521,134.985,22.3736,3,8,4,4,0
3522065719,2015,8,10,44.9483,-93.2171,13.1113,196.672,66.6082,3,8,4,4,0
3522065720,2015,8,10,44.9483,-93.217,14.1037,294.248,183.829,3,8,5,4,1
3522065721,2015,8,10,44.9483,-93.217,44.1991,347.944,174.681,3,7,4,4,3
3522065722,2015,8,10,44.9483,-93.2167,56.7497,539.769,147.172,3,4,3,4,4
3522065723,2015,8,10,44.9483,-93.2165,37.1347,594.666,188.201,3,4,3,4,5
3522065724,2015,8,10,44.9483,-93.2164,26.7799,493.972,61.7406,3,4,2,4,5
3522065725,2015,8,10,44.9483,-93.2162,21.7463,443.278,7.06629,3,4,2,4,4
3522065726,2015,8,10,44.9483,-93.2161,21.8194,335.02,68.6322,3,4,1,4,1
3522065727,2015,8,10,44.9483,-93.2159,10.8033,365.078,56.24,3,4,2,4,1
3522065728,2015,8,10,44.9483,-93.2157,6.63162,470.352,175.231,3,4,2,4,3
3522065729,2015,8,10,44.9483,-93.2156,27.1844,345.287,1.33407,3,4,2,4,2
3522065730,2015,8,10,44.9483,-93.2154,34.2427,304.704,33.411,3,4,2,4,1
3522065731,2015,8,10,44.9483,-93.2152,43.6257,160.272,143.095,3,4,2,4,0
3522065732,2015,8,10,44.9483,-93.2151,38.8867,118.994,77.0105,3,4,1,4,0
3522065733,2015,8,10,44.9483,-93.2149,1.2539,400.116,249.282,3,5,1,4,4
3522065734,2015,8,10,44.9483,-93.2148,5.87805,375.842,213.799,3,5,2,4,2
3522065735,2015,8,10,44.9483,-93.2146,49.978,309.077,5.56911,3,8,4,4,2
3522065736,2015,8,10,44.9483,-93.2144,49.0113,338.699,61.2441,3,9,6,4,2
3522065737,2015,8,10,44.9483,-93.2143,40.0811,362.369,117.494,3,6,5,4,2
3522065738,2015,8,10,44.9483,-93.2141,37.2662,433.134,153.397,3,4,2,4,3
3522065739,2015,8,10,44.9483,-93.214,42.4608,280.733,32.4867,3,4,2,4,1
3522065741,2015,8,10,44.9483,-93.2137,25.1166,88.653,10.7935,3,7,2,4,0
3522065742,2015,8,10,44.9483,-93.2135,29.3327,98.5152,36.872,3,7,3,4,0
3522065743,2015,8,10,44.9483,-93.2134,37.4468,65.6443,7.76566,3,7,0,4,1
3522065744,2015,8,10,44.9483,-93.2132,94.6675,641.539,547.844,3,7,5,4,7
3522065745,2015,8,10,44.9483,-93.2131,3.57818,699.631,422.537,3,8,8,4,7
3522065746,2015,8,10,44.9483,-93.2129,31.8246,599.365,354.137,3,4,4,4,8
3522065747,2015,8,10,44.9483,-93.2128,5.91849,630.255,259.521,3,4,3,4,8
3522065748,2015,8,10,44.9483,-93.2126,11.5666,541.029,89.4599,3,5,5,4,6
3522065749,2015,8,10,44.9483,-93.2125,3.84128,565.069,179.798,3,5,6,4,7
3522065750,2015,8,10,44.9483,-93.2123,10.5742,507.701,123.967,3,5,5,4,7
3522065751,2015,8,10,44.9483,-93.2121,18.4293,507.701,123.967,3,5,5,4,7
3522065752,2015,8,10,44.9483,-93.2119,16.6947,340.945,0.03278,3,6,2,4,2
3522065753,2015,8,10,44.9483,-93.2117,29.2331,321.83,23.5395,3,6,2,4,2
3522065754,2015,8,10,44.9483,-93.2116,41.6477,248.5,72.2173,3,6,3,4,1
3522065755,2015,8,10,44.9483,-93.2114,48.0599,234.477,36.2688,3,6,3,4,0
3522065758,2015,8,10,44.9483,-93.2108,147.066,318.038,265.13,3,5,2,4,2
3522065759,2015,8,10,44.9483,-93.2106,7.77271,428.716,229.652,3,5,3,4,4
3522065760,2015,8,10,44.9483,-93.2105,17.0263,509.656,189.936,3,6,4,4,4
3522065761,2015,8,10,44.9483,-93.2103,27.5588,465.756,87.5243,3,6,4,4,4
3522065762,2015,8,10,44.9483,-93.2101,26.6087,357.269,1.03088,3,6,3,4,2
3522065763,2015,8,10,44.9483,-93.2099,25.7778,47.6401,217.074,3,6,0,4,2
3522065764,2015,8,10,44.9483,-93.2097,17.2967,312.053,98.7314,3,6,1,4,2
3522065765,2015,8,10,44.9483,-93.2095,61.4942,185.049,132.688,3,6,3,4,0
3522065767,2015,8,10,44.9483,-93.2092,56.6963,129.987,71.092,3,6,3,4,3
3522065768,2015,8,10,44.9483,-93.209,72.0081,304.053,58.1994,3,6,3,4,2
3522065769,2015,8,10,44.9483,-93.2088,61.7663,308.537,2.74356,3,6,3,4,1
3522065770,2015,8,10,44.9483,-93.2086,53.5752,348.741,52.0018,3,6,3,4,1
3522065771,2015,8,10,44.9483,-93.2084,56.8078,163.701,115.828,3,6,2,4,0
3522065774,2015,8,10,44.9483,-93.2079,9.55838,137.924,45.3786,3,5,2,4,3
3522065775,2015,8,10,44.9483,-93.2077,51.928,382.119,110.012,3,5,3,4,2
3522065776,2015,8,10,44.9483,-93.2075,64.9589,85.5943,192.407,3,5,2,4,0
3522065819,2015,8,10,44.9483,-93.2057,32.8146,550.257,401.437,3,1,0,4,4
3522065820,2015,8,10,44.9483,-93.2057,4.46435,612.948,253.034,3,2,1,4,5
3522065821,2015,8,10,44.9483,-93.2057,3.41172,617.587,115.701,3,4,2,4,6
3522065822,2015,8,10,44.9483,-93.2057,9.39009,635.707,117.551,3,5,3,4,7
3522065823,2015,8,10,44.9483,-93.2056,38.4547,627.778,249.237,3,4,4,4,7
3522065824,2015,8,10,44.9483,-93.2056,55.6922,634.374,323.928,3,4,5,4,8
3522065825,2015,8,10,44.9483,-93.2055,12.5417,804.073,356.046,3,4,4,4,9
3522065826,2015,8,10,44.9483,-93.2054,11.7163,737.798,250.332,3,3,4,4,9
3522065827,2015,8,10,44.9483,-93.2054,5.09876,704.406,66.8428,3,3,3,4,10
3522065828,2015,8,10,44.9483,-93.2053,4.68435,671.359,70.4449,3,4,3,4,10
3522065829,2015,8,10,44.9483,-93.2051,1.80336,640.939,105.543,3,5,6,4,10
3522065830,2015,8,10,44.9483,-93.205,6.74942,783.808,349.274,3,7,8,4,10
3522065831,2015,8,10,44.9483,-93.2049,14.0538,649.327,269.664,3,3,7,4,9
3522065832,2015,8,10,44.9483,-93.2047,19.4237,745.59,183.775,3,3,5,4,9
3522065833,2015,8,10,44.9483,-93.2046,20.2364,716.255,98.4405,3,4,4,4,10
3522065834,2015,8,10,44.9483,-93.2044,7.06654,651.457,61.9731,3,4,3,4,10
3522065835,2015,8,10,44.9483,-93.2043,2.70508,700.301,125.77,3,4,4,4,10
3522065836,2015,8,10,44.9483,-93.2041,12.6477,586.658,107.813,3,5,5,4,10
3522065837,2015,8,10,44.9483,-93.2039,12.4776,572.183,116.986,3,5,5,4,10
3522065838,2015,8,10,44.9483,-93.2038,22.5543,579.853,170.609,3,6,5,4,9
3522065839,2015,8,10,44.9483,-93.2036,3.98584,526.451,126.309,3,6,8,4,8
3522065840,2015,8,10,44.9483,-93.2036,8.09616,521.726,123.441,3,6,8,4,7
3522065841,2015,8,10,44.9483,-93.2032,2.54533,384.845,54.517,3,6,4,4,6
3522065842,2015,8,10,44.9483,-93.203,17.2066,384.845,54.517,3,6,4,4,6
3522065843,2015,8,10,44.9483,-93.2028,22.2457,655.88,318.934,3,6,7,4,5
3522065844,2015,8,10,44.9483,-93.2026,38.4668,386.552,3.49236,3,6,4,4,5
3522065845,2015,8,10,44.9483,-93.2024,24.7426,487.448,170.905,3,6,5,4,4
3522065846,2015,8,10,44.9483,-93.2022,29.3994,360.963,41.465,3,6,3,4,2
3522065847,2015,8,10,44.9483,-93.2021,33.6843,347.779,31.2113,3,6,3,4,1
3522065848,2015,8,10,44.9483,-93.2019,46.8422,257.692,61.162,3,6,3,4,1
3522065849,2015,8,10,44.9483,-93.2017,57.3975,131.174,160.302,3,6,3,4,0
3522065850,2015,8,10,44.9483,-93.2015,69.5573,129.592,152.76,3,6,3,4,0
3522065851,2015,8,10,44.9484,-93.2013,65.8162,93.2624,78.767,3,6,2,4,0
3522065852,2015,8,10,44.9484,-93.2011,80.1094,59.9899,133.933,3,6,0,4,0
3522065855,2015,8,10,44.9484,-93.2005,137.736,370.304,335.177,3,6,3,4,2
3522065856,2015,8,10,44.9484,-93.2003,52.5336,256.465,46.0847,3,6,2,4,1
3522065858,2015,8,10,44.9484,-93.2,14.0588,180.396,95.5261,3,6,1,4,2
3522065859,2015,8,10,44.9484,-93.1998,0.171316,452.994,292.026,3,6,3,4,3
3522065860,2015,8,10,44.9484,-93.1996,47.4406,389.553,40.0127,3,6,3,4,3
3522065861,2015,8,10,44.9483,-93.1994,26.0731,679.269,299.847,3,6,4,4,6
3522065862,2015,8,10,44.9483,-93.1992,10.2271,585.477,199.568,3,5,3,4,6
3522065863,2015,8,10,44.9483,-93.199,9.06775,563.081,182.237,3,5,6,4,6
3522065864,2015,8,10,44.9483,-93.1989,7.75817,483.111,117.16,3,5,5,4,5
3522065865,2015,8,10,44.9483,-93.1987,4.0949,517.968,174.704,3,5,4,4,5
3522065866,2015,8,10,44.9483,-93.1985,12.834,605.386,219.355,3,5,5,4,6
3522065867,2015,8,10,44.9483,-93.1983,1.4903,623.605,270.569,3,5,4,4,7
3522065868,2015,8,10,44.9483,-93.1982,5.85493,684.62,309.458,3,5,5,4,9
3522065869,2015,8,10,44.9483,-93.198,2.68891,609.668,188.113,3,5,6,4,10
3522065870,2015,8,10,44.9483,-93.1978,4.81289,610.933,174.187,3,5,7,4,10
3522065871,2015,8,10,44.9483,-93.1976,4.39574,579.299,161.206,3,6,8,4,10
3522065872,2015,8,10,44.9483,-93.1974,3.92193,569.968,171.977,3,6,8,4,9
3522065873,2015,8,10,44.9483,-93.1973,2.42571,539.747,178.909,3,6,8,4,9
3522065874,2015,8,10,44.9483,-93.1971,3.42067,491.994,149.431,3,6,9,4,7
3522065875,2015,8,10,44.9483,-93.1969,8.37097,491.922,170.255,3,6,9,4,7
3522065876,2015,8,10,44.9483,-93.1967,5.06818,541.806,240.94,3,6,8,4,8
3522065877,2015,8,10,44.9483,-93.1965,0.247588,535.337,226.116,3,6,6,4,9
3522065878,2015,8,10,44.9483,-93.1963,1.67898,589.179,273.173,3,6,8,4,8
3522065879,2015,8,10,44.9483,-93.1961,5.01226,492.922,197.912,3,6,7,4,6
3522065880,2015,8,10,44.9483,-93.1959,5.45194,482.36,196.051,3,6,6,4,6
3522065881,2015,8,10,44.9483,-93.1957,8.32837,573.482,274.309,3,6,5,4,9
3522065882,2015,8,10,44.9483,-93.1955,3.78133,531.583,207.817,3,6,7,4,7
3522065883,2015,8,10,44.9483,-93.1953,3.12595,482.468,173.729,3,6,7,4,6
3522065884,2015,8,10,44.9483,-93.1952,3.16154,382.806,82.7537,3,6,4,4,3
3522065885,2015,8,10,44.9483,-93.195,27.92,448.73,65.2359,3,6,4,4,3
3522065886,2015,8,10,44.9483,-93.1948,24.1572,391.986,54.4256,3,5,3,4,2
3522065887,2015,8,10,44.9483,-93.1946,13.0575,562.533,234.059,3,5,3,4,7
3522065888,2015,8,10,44.9483,-93.1944,32.9168,573.884,96.4255,3,5,3,4,5
3522065889,2015,8,10,44.9483,-93.1942,21.9866,581.495,137.337,3,5,4,4,4
3522065890,2015,8,10,44.9483,-93.1941,19.911,386.885,19.9092,3,5,3,4,2
3522065891,2015,8,10,44.9483,-93.1939,22.9735,281.616,80.7514,3,4,2,4,1
3522065892,2015,8,10,44.9483,-93.1937,19.7014,128.908,131.013,3,4,2,4,0
